2026-07-26 19:29:19,643 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:27:12,923 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:27:12,923 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:27:12,923 | INFO | ResumeAnalyzer | Experience extracted: 4 years
2026-07-27 15:27:12,923 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:27:12,923 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:27:12,923 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:27:12,924 | ERROR | ResumeAnalyzer | Failed to process priya_patel.txt: Skills is required.
2026-07-27 15:27:12,924 | INFO | ResumeAnalyzer | Processing sneha_reddy.txt
2026-07-27 15:27:12,924 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:27:12,924 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:27:12,924 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:27:12,924 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:27:12,925 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:27:12,925 | INFO | ResumeAnalyzer | Experience extracted: 5 years
2026-07-27 15:27:12,925 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:27:12,925 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:27:12,925 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:27:12,925 | ERROR | ResumeAnalyzer | Failed to process sneha_reddy.txt: Skills is required.
2026-07-27 15:27:12,925 | INFO | ResumeAnalyzer | Processing amit.txt
2026-07-27 15:27:12,927 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:27:12,927 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:27:12,927 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:27:12,928 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:27:12,928 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:27:12,928 | INFO | ResumeAnalyzer | Experience extracted: 2 years
2026-07-27 15:27:12,928 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:27:12,928 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:27:12,928 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:27:12,928 | ERROR | ResumeAnalyzer | Failed to process amit.txt: Skills is required.
2026-07-27 15:27:12,928 | INFO | ResumeAnalyzer | Text report saved: reports/summary.txt
2026-07-27 15:27:12,941 | INFO | ResumeAnalyzer | Excel summary report generated
2026-07-27 15:27:12,947 | INFO | ResumeAnalyzer | PDF report saved: reports/amit_report.pdf
2026-07-27 15:27:12,947 | INFO | ResumeAnalyzer | Batch summary report generated
2026-07-27 15:27:12,947 | INFO | ResumeAnalyzer | Application completed successfully
2026-07-27 15:37:40,233 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:37:40,234 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:37:40,235 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:37:40,236 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:37:40,236 | INFO | ResumeAnalyzer | 4 skills extracted
2026-07-27 15:37:40,237 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 15:37:40,237 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:37:40,237 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:37:40,238 | INFO | ResumeAnalyzer | Candidate validation successful
2026-07-27 15:37:40,239 | INFO | ResumeAnalyzer | Job description loaded
2026-07-27 15:37:40,239 | INFO | ResumeAnalyzer | Job description validated successfully
2026-07-27 15:37:40,239 | INFO | ResumeAnalyzer | Matching candidate with job
2026-07-27 15:37:40,240 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Python'
2026-07-27 15:37:40,240 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:37:40,240 | INFO | ResumeAnalyzer | Comparing 'Python' with 'SQL'
2026-07-27 15:37:40,240 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:37:40,241 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'SQL'
2026-07-27 15:37:40,241 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:37:40,241 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Git'
2026-07-27 15:37:40,241 | INFO | ResumeAnalyzer | Skill matched (score=22.22222222222222)
2026-07-27 15:37:40,242 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Git'
2026-07-27 15:37:40,242 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:37:40,242 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Git'
2026-07-27 15:37:40,242 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:37:40,243 | INFO | ResumeAnalyzer | Comparing 'REST API' with 'Git'
2026-07-27 15:37:40,243 | INFO | ResumeAnalyzer | Skill matched (score=18.181818181818176)
2026-07-27 15:37:40,243 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Flask'
2026-07-27 15:37:40,243 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:37:40,244 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Flask'
2026-07-27 15:37:40,246 | INFO | ResumeAnalyzer | Skill matched (score=25.0)
2026-07-27 15:37:40,246 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Flask'
2026-07-27 15:37:40,246 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:37:40,247 | INFO | ResumeAnalyzer | Matched Skills: 3/4
2026-07-27 15:37:40,247 | INFO | ResumeAnalyzer | Final score: 87
2026-07-27 15:37:40,247 | INFO | ResumeAnalyzer | Recommendation: Strongly Recommend
2026-07-27 15:37:40,248 | INFO | ResumeAnalyzer | Report generated
2026-07-27 15:54:18,237 | INFO | matplotlib.font_manager | generated new fontManager
2026-07-27 15:54:30,690 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:54:30,691 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:54:30,691 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:54:30,692 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:54:30,695 | INFO | ResumeAnalyzer | 4 skills extracted
2026-07-27 15:54:30,696 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 15:54:30,697 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:54:30,697 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:54:30,699 | INFO | ResumeAnalyzer | Candidate validation successful
2026-07-27 15:54:30,700 | INFO | ResumeAnalyzer | Job description loaded
2026-07-27 15:54:30,701 | INFO | ResumeAnalyzer | Job description validated successfully
2026-07-27 15:54:30,701 | INFO | ResumeAnalyzer | Matching candidate with job
2026-07-27 15:54:30,702 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Python'
2026-07-27 15:54:30,702 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:54:30,702 | INFO | ResumeAnalyzer | Comparing 'Python' with 'SQL'
2026-07-27 15:54:30,704 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:54:30,704 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'SQL'
2026-07-27 15:54:30,704 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:54:30,704 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Git'
2026-07-27 15:54:30,705 | INFO | ResumeAnalyzer | Skill matched (score=22.22222222222222)
2026-07-27 15:54:30,705 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Git'
2026-07-27 15:54:30,705 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:54:30,706 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Git'
2026-07-27 15:54:30,706 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:54:30,706 | INFO | ResumeAnalyzer | Comparing 'REST API' with 'Git'
2026-07-27 15:54:30,706 | INFO | ResumeAnalyzer | Skill matched (score=18.181818181818176)
2026-07-27 15:54:30,706 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Flask'
2026-07-27 15:54:30,707 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:54:30,707 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Flask'
2026-07-27 15:54:30,707 | INFO | ResumeAnalyzer | Skill matched (score=25.0)
2026-07-27 15:54:30,707 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Flask'
2026-07-27 15:54:30,707 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:54:30,707 | INFO | ResumeAnalyzer | Matched Skills: 3/4
2026-07-27 15:54:30,708 | INFO | ResumeAnalyzer | Final score: 87
2026-07-27 15:54:30,708 | INFO | ResumeAnalyzer | Recommendation: Strongly Recommend
2026-07-27 15:54:30,708 | INFO | ResumeAnalyzer | Report generated
2026-07-27 15:56:56,679 | INFO | ResumeAnalyzer | Job description loaded
2026-07-27 15:56:56,679 | INFO | ResumeAnalyzer | Job description validated successfully
2026-07-27 15:56:56,679 | INFO | ResumeAnalyzer | Processing rahul.txt
2026-07-27 15:56:56,679 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:56:56,680 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:56:56,680 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:56:56,680 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:56:56,682 | INFO | ResumeAnalyzer | 4 skills extracted
2026-07-27 15:56:56,683 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 15:56:56,684 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:56:56,687 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:56:56,687 | INFO | ResumeAnalyzer | Candidate validation successful
2026-07-27 15:56:56,687 | INFO | ResumeAnalyzer | Matching candidate with job
2026-07-27 15:56:56,687 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Python'
2026-07-27 15:56:56,688 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:56:56,688 | INFO | ResumeAnalyzer | Comparing 'Python' with 'SQL'
2026-07-27 15:56:56,688 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:56:56,688 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'SQL'
2026-07-27 15:56:56,688 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:56:56,689 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Git'
2026-07-27 15:56:56,690 | INFO | ResumeAnalyzer | Skill matched (score=22.22222222222222)
2026-07-27 15:56:56,690 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Git'
2026-07-27 15:56:56,690 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:56:56,690 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Git'
2026-07-27 15:56:56,690 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:56:56,690 | INFO | ResumeAnalyzer | Comparing 'REST API' with 'Git'
2026-07-27 15:56:56,691 | INFO | ResumeAnalyzer | Skill matched (score=18.181818181818176)
2026-07-27 15:56:56,691 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Flask'
2026-07-27 15:56:56,691 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 15:56:56,691 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Flask'
2026-07-27 15:56:56,691 | INFO | ResumeAnalyzer | Skill matched (score=25.0)
2026-07-27 15:56:56,691 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Flask'
2026-07-27 15:56:56,691 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 15:56:56,691 | INFO | ResumeAnalyzer | Matched Skills: 3/4
2026-07-27 15:56:56,691 | INFO | ResumeAnalyzer | Final score: 87
2026-07-27 15:56:56,691 | INFO | ResumeAnalyzer | Recommendation: Strongly Recommend
2026-07-27 15:56:56,692 | INFO | ResumeAnalyzer | Report generated
2026-07-27 15:56:56,692 | INFO | ResumeAnalyzer | Text report saved: reports/rahul_report.txt
2026-07-27 15:56:56,693 | INFO | ResumeAnalyzer | Successfully processed rahul.txt
2026-07-27 15:56:56,693 | INFO | ResumeAnalyzer | Processing vikram_singh.txt
2026-07-27 15:56:56,695 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:56:56,695 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:56:56,695 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:56:56,695 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:56:56,696 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:56:56,696 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 15:56:56,696 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:56:56,696 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:56:56,697 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:56:56,698 | ERROR | ResumeAnalyzer | Failed to process vikram_singh.txt: Skills is required.
2026-07-27 15:56:56,698 | INFO | ResumeAnalyzer | Processing priya_patel.txt
2026-07-27 15:56:56,698 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:56:56,698 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:56:56,699 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:56:56,700 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:56:56,700 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:56:56,700 | INFO | ResumeAnalyzer | Experience extracted: 4 years
2026-07-27 15:56:56,700 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:56:56,701 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:56:56,701 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:56:56,701 | ERROR | ResumeAnalyzer | Failed to process priya_patel.txt: Skills is required.
2026-07-27 15:56:56,701 | INFO | ResumeAnalyzer | Processing sneha_reddy.txt
2026-07-27 15:56:56,702 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:56:56,703 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:56:56,703 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:56:56,703 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:56:56,703 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:56:56,704 | INFO | ResumeAnalyzer | Experience extracted: 5 years
2026-07-27 15:56:56,704 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:56:56,705 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:56:56,705 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:56:56,705 | ERROR | ResumeAnalyzer | Failed to process sneha_reddy.txt: Skills is required.
2026-07-27 15:56:56,705 | INFO | ResumeAnalyzer | Processing amit.txt
2026-07-27 15:56:56,707 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 15:56:56,707 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 15:56:56,708 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 15:56:56,708 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 15:56:56,708 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 15:56:56,709 | INFO | ResumeAnalyzer | Experience extracted: 2 years
2026-07-27 15:56:56,709 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 15:56:56,710 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 15:56:56,710 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 15:56:56,710 | ERROR | ResumeAnalyzer | Failed to process amit.txt: Skills is required.
2026-07-27 15:56:56,711 | INFO | ResumeAnalyzer | Text report saved: reports/summary.txt
2026-07-27 15:56:56,727 | INFO | ResumeAnalyzer | Excel summary report generated
2026-07-27 15:56:56,734 | INFO | ResumeAnalyzer | PDF report saved: reports/amit_report.pdf
2026-07-27 15:56:56,735 | INFO | ResumeAnalyzer | Batch summary report generated
2026-07-27 16:15:34,801 | INFO | ResumeAnalyzer | Job description loaded
2026-07-27 16:15:34,801 | INFO | ResumeAnalyzer | Job description validated successfully
2026-07-27 16:15:34,802 | INFO | ResumeAnalyzer | Processing rahul.txt
2026-07-27 16:15:34,808 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 16:15:34,809 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 16:15:34,809 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 16:15:34,810 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 16:15:34,814 | INFO | ResumeAnalyzer | 4 skills extracted
2026-07-27 16:15:34,814 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 16:15:34,815 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 16:15:34,815 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 16:15:34,817 | INFO | ResumeAnalyzer | Candidate validation successful
2026-07-27 16:15:34,818 | INFO | ResumeAnalyzer | Matching candidate with job
2026-07-27 16:15:34,819 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Python'
2026-07-27 16:15:34,821 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 16:15:34,821 | INFO | ResumeAnalyzer | Comparing 'Python' with 'SQL'
2026-07-27 16:15:34,821 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 16:15:34,822 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'SQL'
2026-07-27 16:15:34,825 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 16:15:34,825 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Git'
2026-07-27 16:15:34,825 | INFO | ResumeAnalyzer | Skill matched (score=22.22222222222222)
2026-07-27 16:15:34,825 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Git'
2026-07-27 16:15:34,826 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 16:15:34,826 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Git'
2026-07-27 16:15:34,826 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 16:15:34,826 | INFO | ResumeAnalyzer | Comparing 'REST API' with 'Git'
2026-07-27 16:15:34,827 | INFO | ResumeAnalyzer | Skill matched (score=18.181818181818176)
2026-07-27 16:15:34,828 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Flask'
2026-07-27 16:15:34,828 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 16:15:34,828 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Flask'
2026-07-27 16:15:34,829 | INFO | ResumeAnalyzer | Skill matched (score=25.0)
2026-07-27 16:15:34,830 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Flask'
2026-07-27 16:15:34,831 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 16:15:34,834 | INFO | ResumeAnalyzer | Matched Skills: 3/4
2026-07-27 16:15:34,836 | INFO | ResumeAnalyzer | Final score: 87
2026-07-27 16:15:34,839 | INFO | ResumeAnalyzer | Recommendation: Strongly Recommend
2026-07-27 16:15:34,839 | INFO | ResumeAnalyzer | Report generated
2026-07-27 16:15:34,840 | INFO | ResumeAnalyzer | Text report saved: reports/rahul_report.txt
2026-07-27 16:15:34,840 | INFO | ResumeAnalyzer | Successfully processed rahul.txt
2026-07-27 16:15:34,840 | INFO | ResumeAnalyzer | Processing vikram_singh.txt
2026-07-27 16:15:34,842 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 16:15:34,844 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 16:15:34,845 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 16:15:34,845 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 16:15:34,846 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 16:15:34,847 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 16:15:34,847 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 16:15:34,848 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 16:15:34,848 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 16:15:34,848 | ERROR | ResumeAnalyzer | Failed to process vikram_singh.txt: Skills is required.
2026-07-27 16:15:34,849 | INFO | ResumeAnalyzer | Processing priya_patel.txt
2026-07-27 16:15:34,849 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 16:15:34,850 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 16:15:34,850 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 16:15:34,851 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 16:15:34,851 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 16:15:34,851 | INFO | ResumeAnalyzer | Experience extracted: 4 years
2026-07-27 16:15:34,852 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 16:15:34,853 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 16:15:34,853 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 16:15:34,854 | ERROR | ResumeAnalyzer | Failed to process priya_patel.txt: Skills is required.
2026-07-27 16:15:34,854 | INFO | ResumeAnalyzer | Processing sneha_reddy.txt
2026-07-27 16:15:34,857 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 16:15:34,858 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 16:15:34,859 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 16:15:34,859 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 16:15:34,859 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 16:15:34,860 | INFO | ResumeAnalyzer | Experience extracted: 5 years
2026-07-27 16:15:34,861 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 16:15:34,862 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 16:15:34,863 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 16:15:34,865 | ERROR | ResumeAnalyzer | Failed to process sneha_reddy.txt: Skills is required.
2026-07-27 16:15:34,866 | INFO | ResumeAnalyzer | Processing amit.txt
2026-07-27 16:15:34,868 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 16:15:34,870 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 16:15:34,870 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 16:15:34,870 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 16:15:34,871 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 16:15:34,871 | INFO | ResumeAnalyzer | Experience extracted: 2 years
2026-07-27 16:15:34,871 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 16:15:34,871 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 16:15:34,871 | ERROR | ResumeAnalyzer | Validation failed: skills is missing
2026-07-27 16:15:34,871 | ERROR | ResumeAnalyzer | Failed to process amit.txt: Skills is required.
2026-07-27 16:15:34,871 | INFO | ResumeAnalyzer | Text report saved: reports/summary.txt
2026-07-27 16:15:34,911 | INFO | ResumeAnalyzer | Excel summary report generated
2026-07-27 16:15:34,923 | INFO | ResumeAnalyzer | PDF report saved: reports/amit_report.pdf
2026-07-27 16:15:34,923 | INFO | ResumeAnalyzer | Batch summary report generated
2026-07-27 16:19:39,266 | INFO | ResumeAnalyzer | Job description loaded
2026-07-27 16:19:39,268 | INFO | ResumeAnalyzer | Job description validated successfully
2026-07-27 16:19:39,269 | INFO | ResumeAnalyzer | Processing rahul.txt
2026-07-27 16:19:39,274 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 16:19:39,274 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 16:19:39,275 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 16:19:39,276 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 16:19:39,277 | INFO | ResumeAnalyzer | 4 skills extracted
2026-07-27 16:19:39,277 | INFO | ResumeAnalyzer | Experience extracted: 3 years
2026-07-27 16:19:39,277 | INFO | ResumeAnalyzer | Education extracted
2026-07-27 16:19:39,278 | INFO | ResumeAnalyzer | Resume parsing completed
2026-07-27 16:19:39,279 | INFO | ResumeAnalyzer | Candidate validation successful
2026-07-27 16:19:39,279 | INFO | ResumeAnalyzer | Matching candidate with job
2026-07-27 16:19:39,279 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Python'
2026-07-27 16:19:39,280 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 16:19:39,281 | INFO | ResumeAnalyzer | Comparing 'Python' with 'SQL'
2026-07-27 16:19:39,281 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 16:19:39,281 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'SQL'
2026-07-27 16:19:39,281 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 16:19:39,282 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Git'
2026-07-27 16:19:39,282 | INFO | ResumeAnalyzer | Skill matched (score=22.22222222222222)
2026-07-27 16:19:39,282 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Git'
2026-07-27 16:19:39,282 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 16:19:39,282 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Git'
2026-07-27 16:19:39,283 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 16:19:39,284 | INFO | ResumeAnalyzer | Comparing 'REST API' with 'Git'
2026-07-27 16:19:39,284 | INFO | ResumeAnalyzer | Skill matched (score=18.181818181818176)
2026-07-27 16:19:39,284 | INFO | ResumeAnalyzer | Comparing 'Python' with 'Flask'
2026-07-27 16:19:39,284 | INFO | ResumeAnalyzer | Skill matched (score=0.0)
2026-07-27 16:19:39,285 | INFO | ResumeAnalyzer | Comparing 'SQL' with 'Flask'
2026-07-27 16:19:39,285 | INFO | ResumeAnalyzer | Skill matched (score=25.0)
2026-07-27 16:19:39,285 | INFO | ResumeAnalyzer | Comparing 'Flask' with 'Flask'
2026-07-27 16:19:39,286 | INFO | ResumeAnalyzer | Skill matched (score=100.0)
2026-07-27 16:19:39,287 | INFO | ResumeAnalyzer | Matched Skills: 3/4
2026-07-27 16:19:39,288 | INFO | ResumeAnalyzer | Final score: 87
2026-07-27 16:19:39,288 | INFO | ResumeAnalyzer | Recommendation: Strongly Recommend
2026-07-27 16:19:39,288 | INFO | ResumeAnalyzer | Report generated
2026-07-27 16:19:39,290 | INFO | ResumeAnalyzer | Text report saved: reports/rahul_report.txt
2026-07-27 16:19:39,290 | INFO | ResumeAnalyzer | Successfully processed rahul.txt
2026-07-27 16:19:39,290 | INFO | ResumeAnalyzer | Processing vikram_singh.txt
2026-07-27 16:19:39,292 | INFO | ResumeAnalyzer | Parsing resume
2026-07-27 16:19:39,293 | INFO | ResumeAnalyzer | Candidate name extracted
2026-07-27 16:19:39,293 | INFO | ResumeAnalyzer | Email extracted
2026-07-27 16:19:39,293 | INFO | ResumeAnalyzer | Phone number extracted
2026-07-27 16:19:39,293 | INFO | ResumeAnalyzer | 0 skills extracted
2026-07-27 16:19:39,294 | INFO | ResumeAnalyzer | Experience extracted: 3 years
